    0.198133368930743882E+04   -0.630589026553574740E+03    0.842617657003596833E+03   -0.596382309377080674E+03    0.154340533066712396E+03    0.111097877118145272E+01    0.778032747087043219E+02    0.202503858452776058E+02    0.342536487604885398E+01    0.179115173829025025E+03
    0.195359132048714355E+04   -0.523141330714038986E+03    0.695414179095184409E+03   -0.513651661768938084E+03    0.138671671752649218E+03    0.631414420327257808E+00    0.778226107419810660E+02    0.182173262123516082E+02    0.986845073348445823E+01    0.179258955482505712E+03
    0.198285150827721509E+04   -0.638315580998798850E+03    0.859171020609215702E+03   -0.612892373342358042E+03    0.160227597811762735E+03    0.830716037647302619E+00    0.779611119809437696E+02    0.181285129581356443E+02    0.449939584750590349E+01    0.179456417176123381E+03
    0.198085939025525204E+04   -0.606748402229253998E+03    0.767630133440513418E+03   -0.517739043995404472E+03    0.127572455308229110E+03    0.148235052091369512E+01    0.790698696145601616E+02    0.205566624893771923E+02    0.222932583577966126E+01    0.179469970053249341E+03
    0.196236325004544506E+04   -0.555217167352078377E+03    0.736902299079381919E+03   -0.535744613793307281E+03    0.142628424620606438E+03    0.692249985422523695E+00    0.785589316154742505E+02    0.182860303547163454E+02    0.422973784672142106E+01    0.179975403685818520E+03
    0.197655483570778324E+04   -0.617645087670322937E+03    0.836858926024008269E+03   -0.604484593470779828E+03    0.159777702767828941E+03    0.852245433429540511E+00    0.774175413818340843E+02    0.188029480992074518E+02    0.336952655368824905E+01    0.181851878684699102E+03
    0.195572335517832789E+04   -0.519883887912304090E+03    0.667160161046901067E+03   -0.475898645184705629E+03    0.124063873355798023E+03    0.966133741094859833E+00    0.784286338749066942E+02    0.195361756388062027E+02    0.259131543057523839E+01    0.182103112909418627E+03
    0.199025977703331228E+04   -0.667096927275413236E+03    0.894565399213767250E+03   -0.626293608715571281E+03    0.160149434373519853E+03    0.140415113605975295E+01    0.777643354509083338E+02    0.215576343708645766E+02    0.221295286396490942E+01    0.182361811263817117E+03
    0.199391296388767023E+04   -0.678236692818690699E+03    0.905869570327391557E+03   -0.630552587218488043E+03    0.160502021609343046E+03    0.132926673325114919E+01    0.782374487208579126E+02    0.195002739058333177E+02    0.222719787529815205E+01    0.182512919616994367E+03
    0.195150921924799150E+04   -0.512281565114114983E+03    0.674907878060262647E+03   -0.497045757362603354E+03    0.133832502661538911E+03    0.727675547915260790E+00    0.783819319634762337E+02    0.189559703283233993E+02    0.690309848300737361E+01    0.182654885082539266E+03
    0.194298229143928256E+04   -0.476432491926624380E+03    0.619542460527619369E+03   -0.459685327074235829E+03    0.124491859019230105E+03    0.707715334659024031E+00    0.778996369349960389E+02    0.183723461269705339E+02    0.451001136353583743E+01    0.182841267579109171E+03
    0.199961550093850656E+04   -0.706261867758163817E+03    0.956208357138792508E+03   -0.669780786194855636E+03    0.171647763062071135E+03    0.120970253964359786E+01    0.778200812510773972E+02    0.197403772808148581E+02    0.335620711269786298E+01    0.182895991118987610E+03
    0.196906612979405054E+04   -0.564538071606019230E+03    0.713161062581950773E+03   -0.487459314296524781E+03    0.121379337026425674E+03    0.149067856143293964E+01    0.783401772136354708E+02    0.209213007482230040E+02    0.226539552119587029E+01    0.183277903953829536E+03
    0.197867355113560643E+04   -0.625451947168306788E+03    0.848561937355301325E+03   -0.613503196997705800E+03    0.162662038946846678E+03    0.710024990783683307E+00    0.783211828622498842E+02    0.178472929391074686E+02    0.587775188045601915E+01    0.183296890839051201E+03
    0.198109948528486211E+04   -0.613447644025274485E+03    0.786672311938369148E+03   -0.536020103729219045E+03    0.133350804709982640E+03    0.157492381691212513E+01    0.786908486064675401E+02    0.205844469095888769E+02    0.131807386588022180E+01    0.183461831713805736E+03
    0.193504577646657890E+04   -0.438509046067826148E+03    0.552643765437815546E+03   -0.408357162860508652E+03    0.110095697456965354E+03    0.704851269983241657E+00    0.786514666592350409E+02    0.189640402810371427E+02    0.898633196009171442E+01    0.183541416447673555E+03
    0.197544668381910287E+04   -0.617246525618121495E+03    0.844460797757905311E+03   -0.616514682837141436E+03    0.164778272416411255E+03    0.729825863945863240E+00    0.775535036242457494E+02    0.183437448320449619E+02    0.511619540860298905E+01    0.183635803537950750E+03
    0.198693693296502806E+04   -0.647217449891619481E+03    0.853961295824944045E+03   -0.592075007220591488E+03    0.149938855144728223E+03    0.137445892447134899E+01    0.783418980840932733E+02    0.210618449865431501E+02    0.260637184064806560E+01    0.183750051541955827E+03
    0.199076107044216769E+04   -0.667738795212976129E+03    0.894847722009410518E+03   -0.627335431906127724E+03    0.160947343545100011E+03    0.134598885978749139E+01    0.781659428461936585E+02    0.207497949781604660E+02    0.138958681153187458E+01    0.183837017886615342E+03
    0.199145225151564455E+04   -0.676316143761097464E+03    0.920008628614665213E+03   -0.654530176583113189E+03    0.170573700051826108E+03    0.986816353385600142E+00    0.780370066766645181E+02    0.182057683323724824E+02    0.393533966301112237E+01    0.183914797958986583E+03
    0.198347684832140430E+04   -0.629367624518126149E+03    0.820982406877750691E+03   -0.565821919099147181E+03    0.142368554066648358E+03    0.148529655066144994E+01    0.782701161296144932E+02    0.210855945969061622E+02    0.162221331886315934E+01    0.184072453377771978E+03
    0.198592164276081940E+04   -0.647870858897926610E+03    0.869502847561872841E+03   -0.617362723420515067E+03    0.160881593141007670E+03    0.897281987346660204E+00    0.783216346850239375E+02    0.182273611462745464E+02    0.316679709467189818E+01    0.184163058653355790E+03
    0.196828298908398710E+04   -0.573264656932813068E+03    0.750844839727315048E+03   -0.533389109672066752E+03    0.138724678410794695E+03    0.107854220186281768E+01    0.786331877336125160E+02    0.186252119159182641E+02    0.224630073353173332E+01    0.184236009160940483E+03
    0.196943878104009355E+04   -0.590449771665382514E+03    0.800949379824014159E+03   -0.586154247377475258E+03    0.157121832144066047E+03    0.713301634486584790E+00    0.779214579842407318E+02    0.182657679887960249E+02    0.546951565411817953E+01    0.184350872988034098E+03
    0.198957856997774434E+04   -0.663210728004571820E+03    0.890537157041198952E+03   -0.627906600114786443E+03    0.162219111563294518E+03    0.104368508166968321E+01    0.784702309301589338E+02    0.194285586816304843E+02    0.374016943030694904E+01    0.184611098565322578E+03
    0.197840182909909163E+04   -0.627418903538343557E+03    0.856899986323401208E+03   -0.622895203327263744E+03    0.165922149787926173E+03    0.666662255441491602E+00    0.780169816503918696E+02    0.174540969017256806E+02    0.558799115553947257E+01    0.184613235621418227E+03
    0.194439758394252476E+04   -0.478963872538651458E+03    0.618068150986954606E+03   -0.455236530593199404E+03    0.122604330482565274E+03    0.700312509912923931E+00    0.784916566993895231E+02    0.182861736474084395E+02    0.620287018885126695E+01    0.184720513751024242E+03
    0.194234365922222105E+04   -0.461744738451011926E+03    0.573972567045965206E+03   -0.410546122822474217E+03    0.107153015579104704E+03    0.101774851061570848E+01    0.785837815895134213E+02    0.196739184965395317E+02    0.274482941542926850E+01    0.184867443957438525E+03
    0.196280117528407936E+04   -0.542346444712760558E+03    0.686156080733766430E+03   -0.474871120207998956E+03    0.119854691607583391E+03    0.146687286368100778E+01    0.786115410427092058E+02    0.216807120640942621E+02    0.170398648009086306E+01    0.184913512249966089E+03
    0.198599481840824728E+04   -0.638242250575696289E+03    0.829604578259692516E+03   -0.566520297266094985E+03    0.140983106309452523E+03    0.167586665866650275E+01    0.782018980932907937E+02    0.222477680933315334E+02    0.187827239606729046E+01    0.184970086306946740E+03
    0.196540201066302598E+04   -0.564005566939250457E+03    0.742468277752725498E+03   -0.532835869621548454E+03    0.140035773972654624E+03    0.833127055512754344E+00    0.786324792456900070E+02    0.190605665134655169E+02    0.489783822255798640E+01    0.184990446269107480E+03
    0.197727390729886110E+04   -0.598843623415208185E+03    0.764966609347161011E+03   -0.520884048726120909E+03    0.129225797588346268E+03    0.158369315171506919E+01    0.784805365935704771E+02    0.216264668597701402E+02    0.260495920870977038E+01    0.185022845523225584E+03
