    0.264075940536470262E+04   -0.428203203013681286E+04    0.880743473204515249E+04   -0.913839701062129643E+04    0.465277928599864936E+04   -0.930316394805355230E+03    0.523536009152198306E-01    0.108288918216384533E+01    0.128709460194080947E+02    0.311433613009617673E-01    0.249023274991209746E+03
    0.263207010298454588E+04   -0.423503520204036340E+04    0.870656042431113747E+04   -0.903063084807729319E+04    0.459531020648591402E+04   -0.918062695912081836E+03    0.553926760330929677E-01    0.575925718401962072E+01    0.122204693067087220E+02    0.318044093795883179E-01    0.249506330076727266E+03
    0.267291725800832864E+04   -0.445919412607214599E+04    0.919285028805173715E+04   -0.955188409946033971E+04    0.487134061648920397E+04   -0.975829447446481936E+03    0.411189752783266832E-01    0.571395742259333872E+01    0.122080313562571554E+02    0.290037935634245812E-01    0.250609203225992985E+03
    0.265060242226049741E+04   -0.433513799857105823E+04    0.891836977170316823E+04   -0.925006760401653082E+04    0.470660073385377473E+04   -0.940170096780226231E+03    0.633747454549957456E-01    0.465973205855031547E+00    0.126204042969767087E+02    0.276900658066434255E-01    0.250754353213281377E+03
    0.260087020862828285E+04   -0.406870204190129425E+04    0.835421014660449146E+04   -0.866028595213984590E+04    0.440237439254572200E+04   -0.878243442732980839E+03    0.529871767747555344E-01    0.564099827590471747E+01    0.122600291537084001E+02    0.357938271937517788E-01    0.250944795175755587E+03
    0.266887090552753580E+04   -0.442815525272612831E+04    0.910535522902224329E+04   -0.943563985123203202E+04    0.479761918002968559E+04   -0.957845910009527870E+03    0.551464045126228847E-01    0.687868653746942371E+01    0.126822832782798027E+02    0.275813197090601474E-01    0.251001822213116697E+03
    0.259610708126658028E+04   -0.403575705720240603E+04    0.826895477345541804E+04   -0.855518914456287348E+04    0.434000246459889786E+04   -0.863894898696480595E+03    0.535576333394901793E-01    0.694020825272034170E+01    0.127361711044100936E+02    0.308923118109610956E-01    0.251056740778600528E+03
    0.264627051447604936E+04   -0.431916951637668626E+04    0.890056580002321425E+04   -0.924907537494824646E+04    0.471574473077757648E+04   -0.944131030067430402E+03    0.621370754497084232E-01    0.391322122414540563E+00    0.126486293689022258E+02    0.340422972954052966E-01    0.251802769551200413E+03
    0.260069491648759322E+04   -0.405996555029446426E+04    0.831905406882891839E+04   -0.860593310279089928E+04    0.436512454242703825E+04   -0.868751107290781874E+03    0.562939383178259062E-01    0.716353126970179166E+00    0.127357684275857377E+02    0.324109351618810798E-01    0.251863076066342188E+03
    0.262378952640789612E+04   -0.419455760543150154E+04    0.862795069120140033E+04   -0.895486908527683408E+04    0.455910622720243919E+04   -0.911201651426594253E+03    0.585966723169020487E-01    0.150453064518040858E+01    0.130231377992683672E+02    0.302425706901283224E-01    0.251915502482232171E+03
    0.269170089923883825E+04   -0.455115726373009147E+04    0.936711314903218954E+04   -0.971070974579786707E+04    0.494036334825854101E+04   -0.987099796474502000E+03    0.519980632346346283E-01    0.585278459783997995E+01    0.123418945429924136E+02    0.264948001727330767E-01    0.251931885221775616E+03
    0.266829311767459694E+04   -0.442834309679978287E+04    0.911359708477030654E+04   -0.945361341905235895E+04    0.481238461107768853E+04   -0.962095484305797072E+03    0.567719798155422867E-01    0.548988193704365468E+01    0.121929389719136836E+02    0.311370202781681669E-01    0.252045365592912304E+03
    0.258987658379853747E+04   -0.402086562888154367E+04    0.827748694022245036E+04   -0.860658628134986793E+04    0.438855367140882845E+04   -0.878262074113155904E+03    0.591967058050601180E-01    0.699975003152222097E+01    0.127331368683225641E+02    0.270756523007098758E-01    0.252093703171594484E+03
    0.263036285128644522E+04   -0.422321893559459568E+04    0.867470639838841817E+04   -0.898923325431856028E+04    0.456942795450009362E+04   -0.911822243277536472E+03    0.467456741307544082E-01    0.538658879731286611E+01    0.121963497202504936E+02    0.227516854584753798E-01    0.252264996334440582E+03
    0.264898925038674679E+04   -0.432660211391187295E+04    0.890182994032031274E+04   -0.923588613182111112E+04    0.470169973128169295E+04   -0.939820094622577017E+03    0.405846177196147392E-01    0.624567720436224150E+01    0.124036905909721238E+02    0.279357131831622398E-01    0.252336982713906707E+03
