    0.117666848044965309E+04   -0.408308721569690913E+01    0.118309867172707150E+01    0.106954132733691587E+01    0.133635222892230922E+04    0.707357907823968013E+00    0.817888095401386011E+02    0.163381623702588041E+01    0.526679222917741630E+01    0.995936836366327460E+00   -0.548228646092100826E+04
    0.117685136327056307E+04   -0.409880147109013659E+01    0.116736443322952610E+01    0.107255915650742750E+01    0.133731901934783491E+04    0.721465285721181959E+00    0.816114177850224962E+02    0.164294783125295174E+01    0.539208887146609417E+01    0.994812117274574081E+00   -0.548223699635475532E+04
    0.117789766517307930E+04   -0.409661417637914127E+01    0.116929223564442353E+01    0.107228900801922933E+01    0.133725768631692154E+04    0.713680619107075032E+00    0.818195858645973431E+02    0.150277066624699551E+01    0.540394707960156229E+01    0.994784673665403796E+00   -0.548209295815132373E+04
    0.117666336578410323E+04   -0.408376415186288177E+01    0.118045457788709030E+01    0.106971814931219100E+01    0.133662073945162410E+04    0.707950281871193798E+00    0.817590026530423870E+02    0.146464439607932606E+01    0.526230501811825491E+01    0.995974536909960850E+00   -0.548198346058436709E+04
    0.117663500718718069E+04   -0.408305469765851647E+01    0.118033300656304974E+01    0.106993329401378290E+01    0.133679053360920807E+04    0.709894550051751838E+00    0.817301637458137975E+02    0.143800468946823767E+01    0.529649061430090917E+01    0.996243995159284856E+00   -0.548171743924899511E+04
    0.117630451665180999E+04   -0.408371172039781793E+01    0.118188706406859367E+01    0.106964131452693678E+01    0.133652441867046400E+04    0.710171492061345999E+00    0.817539068360334227E+02    0.150206181056476629E+01    0.524805405436186945E+01    0.996005701075180827E+00   -0.548102874840274671E+04
    0.117723304152433616E+04   -0.409811946023740781E+01    0.116831388153543259E+01    0.107263874528982939E+01    0.133735433773693330E+04    0.716186101875013637E+00    0.817625075656320206E+02    0.155342828050244020E+01    0.539728282636304080E+01    0.994761587210066245E+00   -0.548073740218806142E+04
    0.117681222137462260E+04   -0.408301832343555215E+01    0.118125031068220565E+01    0.106982083196608713E+01    0.133656366367845112E+04    0.710012194593810153E+00    0.816825296339641227E+02    0.170771743829739608E+01    0.523983375287026654E+01    0.995985164743987905E+00   -0.548058592952899744E+04
    0.117655176041753748E+04   -0.408279289193875172E+01    0.117986782623479947E+01    0.106983956040484784E+01    0.133666225632433452E+04    0.703796728320932541E+00    0.814389338155200591E+02    0.186134434149322781E+01    0.523197510540661970E+01    0.996276786437442552E+00   -0.548028307938386115E+04
    0.117653196957318414E+04   -0.408237615446929158E+01    0.118140203395256549E+01    0.106960594523024533E+01    0.133662881457970252E+04    0.705982221473963056E+00    0.818516298082759590E+02    0.132375972263063413E+01    0.530404275883353371E+01    0.996108754270411456E+00   -0.547997313932350789E+04
    0.117639471408367831E+04   -0.408286160882116533E+01    0.118040327911078258E+01    0.106970750255542590E+01    0.133669306797521858E+04    0.708551330666652990E+00    0.818126224205868624E+02    0.144398321273175334E+01    0.528521338845219812E+01    0.996091220543799283E+00   -0.547978343169134132E+04
    0.117654166618208137E+04   -0.408353614030236400E+01    0.118254308736659830E+01    0.106952392589892753E+01    0.133634487010105295E+04    0.712797549398242025E+00    0.818620208095891542E+02    0.137240380508214055E+01    0.525187848811617375E+01    0.995880341846833828E+00   -0.547950059415805845E+04
    0.117692125755288498E+04   -0.409887949370365412E+01    0.116733380840232392E+01    0.107256596278737604E+01    0.133729921086612376E+04    0.717739741515617036E+00    0.817194770047974970E+02    0.149205705051073645E+01    0.539950867306730053E+01    0.994765951937439663E+00   -0.547946045263424912E+04
    0.117668996303356607E+04   -0.409726409415543280E+01    0.116901712935793256E+01    0.107217301671112963E+01    0.133719992957938302E+04    0.711266434945893589E+00    0.817492762000057098E+02    0.136813618895743794E+01    0.539288703746753484E+01    0.994804974220721783E+00   -0.547939182136075124E+04
    0.117713188550279710E+04   -0.409795173799578905E+01    0.116998547659529351E+01    0.107236955748307849E+01    0.133719218185387217E+04    0.716410854322359514E+00    0.815561264192688498E+02    0.149838727603833499E+01    0.537813341043034043E+01    0.994849111769577799E+00   -0.547919291601047371E+04
    0.117648133432816053E+04   -0.408285133724027283E+01    0.118120289816395108E+01    0.106963119218143454E+01    0.133663014230885165E+04    0.702561788242911045E+00    0.818361089340185686E+02    0.124270024758785258E+01    0.530471250584403364E+01    0.996089970615950282E+00   -0.547916395201049363E+04
    0.117693743794218494E+04   -0.409778928681188859E+01    0.116890906977391573E+01    0.107232265114080505E+01    0.133727956388782150E+04    0.713123029752451232E+00    0.816955499054928538E+02    0.152868455623890087E+01    0.538271701497485466E+01    0.994841334893297957E+00   -0.547883463581159776E+04
    0.117690499023869984E+04   -0.409886651042322470E+01    0.116671640561169099E+01    0.107253461900398150E+01    0.133743567441565210E+04    0.714034248642879232E+00    0.817818688522987856E+02    0.167080049514877915E+01    0.540435809824814672E+01    0.994825803274098641E+00   -0.547881237943866199E+04
    0.117720187415596911E+04   -0.409637143954252014E+01    0.116947423097306391E+01    0.107204821150986618E+01    0.133725604235660103E+04    0.710134929316711627E+00    0.817874180563067767E+02    0.150616389864252787E+01    0.538084427551698319E+01    0.994870360009018850E+00   -0.547858735349197468E+04
    0.117717396210243010E+04   -0.409849062672845577E+01    0.116745727607503014E+01    0.107260811135384948E+01    0.133727246281210682E+04    0.710764736525295593E+00    0.817329594568701054E+02    0.153594331743524681E+01    0.539731852463014228E+01    0.994714762618324366E+00   -0.547854096245293385E+04
    0.117622347643562603E+04   -0.408325592960979922E+01    0.118174354298386852E+01    0.106952100535918504E+01    0.133657748271247692E+04    0.704482537973013523E+00    0.817571204605332866E+02    0.118103175431437601E+01    0.525203003443452143E+01    0.996215735409598291E+00   -0.547852956939162686E+04
    0.117664324367980248E+04   -0.408219242272332750E+01    0.118028189363567648E+01    0.106956373164350538E+01    0.133664126211319490E+04    0.711676383566541393E+00    0.817094324568760157E+02    0.139417895449028340E+01    0.528485804136292980E+01    0.996167094798455444E+00   -0.547843433474881749E+04
    0.117641924655183311E+04   -0.408364261295631525E+01    0.118117860404763775E+01    0.106965956134128781E+01    0.133655226952486737E+04    0.718784524248680556E+00    0.817835433831423018E+02    0.127629239634295022E+01    0.528283179938203951E+01    0.995962599504789381E+00   -0.547841803935524422E+04
    0.117609753857404212E+04   -0.408209794270667281E+01    0.118128241861626293E+01    0.106944073375021986E+01    0.133659785982433641E+04    0.705587898933021984E+00    0.817850375072491858E+02    0.132745714342636090E+01    0.528557175735181772E+01    0.996148064580972603E+00   -0.547839655349116219E+04
    0.117712648445552827E+04   -0.409867854759928907E+01    0.116781981461295459E+01    0.107257530249898636E+01    0.133729887807442356E+04    0.717078103309503168E+00    0.816219542932417426E+02    0.156945890345444683E+01    0.539740271675783401E+01    0.994788962488823980E+00   -0.547830986993526494E+04
    0.117647718753569097E+04   -0.408294722164555512E+01    0.118075402743074775E+01    0.106964211587079561E+01    0.133664395821031576E+04    0.708225190079771916E+00    0.817511271284286778E+02    0.131876000515861569E+01    0.528694089914403520E+01    0.996169800511577774E+00   -0.547826883123415337E+04
    0.117748846073798813E+04   -0.409882814225527969E+01    0.116798742333245720E+01    0.107273603870753398E+01    0.133731494156370900E+04    0.716837782811054813E+00    0.816321702946774792E+02    0.166010438076470246E+01    0.539066627865877468E+01    0.994745545866364989E+00   -0.547826690028175562E+04
    0.117766676759963275E+04   -0.409736456764578882E+01    0.116882242515990065E+01    0.107269088432566662E+01    0.133716987554095977E+04    0.706739180612865781E+00    0.817068990237602577E+02    0.152422449915827740E+01    0.541456563118672829E+01    0.994798342766562427E+00   -0.547803110163275323E+04
    0.117748962526568403E+04   -0.409695739361464550E+01    0.116824350238397656E+01    0.107239300359806577E+01    0.133731929051878615E+04    0.720788125657186973E+00    0.817041400219876124E+02    0.175655331651889512E+01    0.538351034973835674E+01    0.994860342681558318E+00   -0.547800098526392594E+04
    0.117658575713859591E+04   -0.408285237181090466E+01    0.118109910599964074E+01    0.106975137790305475E+01    0.133661690575705688E+04    0.706934500416983580E+00    0.817254520025519611E+02    0.135626455287418191E+01    0.528705609373219332E+01    0.996137186594652002E+00   -0.547783951961301591E+04
    0.117700089306081463E+04   -0.409764847363796569E+01    0.116782837493824054E+01    0.107229911128610844E+01    0.133735117959936179E+04    0.718992270743470163E+00    0.816931736803036301E+02    0.153199028925479963E+01    0.539472776873422966E+01    0.994799578623067560E+00   -0.547776153458847330E+04
    0.117756162608515751E+04   -0.409633833921393187E+01    0.116907132854674600E+01    0.107228257321883547E+01    0.133727391061235176E+04    0.719788237154967314E+00    0.817825001342115314E+02    0.151671414115746717E+01    0.539214935090748426E+01    0.994770932719212131E+00   -0.547773132986854580E+04
